user_id,signup_at,city,segment,discount_acquired,essential_affinity,churn_risk_score
245,2026-03-14,Chennai,standard,False,0.528,0.139
246,2025-12-06,Kolkata,discount_hunter,True,0.487,0.535
247,2026-04-06,Delhi,discount_hunter,True,0.362,0.614
248,2026-02-03,Hyderabad,churn_risk,False,0.382,0.814
249,2026-04-11,Pune,standard,False,0.533,0.45
250,2025-11-28,Chennai,churn_risk,False,0.509,0.619
251,2025-12-23,Bengaluru,churn_risk,False,0.293,0.738
252,2026-02-17,Bengaluru,discount_hunter,True,0.375,0.412
253,2025-12-24,Delhi,churn_risk,False,0.326,0.82
254,2026-01-19,Pune,habitual,False,0.741,0.12
255,2026-03-19,Chennai,standard,False,0.53,0.6
256,2025-12-17,Delhi,standard,True,0.411,0.481
257,2026-03-22,Kolkata,standard,False,0.445,0.562
258,2025-12-09,Kolkata,standard,False,0.639,0.49
259,2025-12-22,Chennai,discount_hunter,True,0.637,0.307
260,2026-03-06,Bengaluru,standard,False,0.594,0.455
261,2026-04-12,Delhi,standard,False,0.537,0.461
262,2025-12-21,Delhi,standard,False,0.567,0.543
263,2026-01-13,Kolkata,discount_hunter,True,0.418,0.338
264,2026-05-06,Mumbai,churn_risk,False,0.484,0.99
265,2026-05-18,Chennai,standard,False,0.676,0.426
266,2026-03-05,Bengaluru,discount_hunter,True,0.421,0.377
267,2026-02-09,Mumbai,churn_risk,False,0.419,0.67
268,2026-01-22,Mumbai,discount_hunter,True,0.443,0.429
269,2026-03-11,Bengaluru,discount_hunter,True,0.525,0.369
270,2026-03-07,Bengaluru,habitual,False,0.695,0.208
271,2026-01-13,Chennai,churn_risk,False,0.32,0.897
272,2025-11-25,Delhi,standard,False,0.569,0.393
273,2025-12-18,Hyderabad,discount_hunter,True,0.369,0.461
274,2026-05-12,Pune,standard,False,0.548,0.455
275,2026-02-04,Bengaluru,standard,False,0.531,0.359
276,2026-02-15,Hyderabad,discount_hunter,True,0.53,0.138
277,2026-02-13,Chennai,discount_hunter,True,0.497,0.38
278,2026-04-10,Kolkata,churn_risk,False,0.382,0.719
279,2025-12-02,Delhi,churn_risk,False,0.451,0.584
280,2025-12-05,Bengaluru,discount_hunter,True,0.543,0.152
281,2026-01-09,Delhi,habitual,False,0.788,0.271
282,2026-02-16,Delhi,churn_risk,False,0.297,0.725
283,2026-03-21,Chennai,standard,False,0.603,0.338
284,2026-02-17,Hyderabad,standard,False,0.673,0.288
285,2026-02-08,Hyderabad,habitual,False,0.588,0.187
286,2026-05-08,Bengaluru,habitual,False,0.62,0.302
287,2025-12-19,Delhi,discount_hunter,True,0.626,0.433
288,2026-03-03,Kolkata,discount_hunter,True,0.513,0.369
289,2026-02-26,Hyderabad,standard,True,0.501,0.467
290,2026-02-14,Mumbai,discount_hunter,True,0.381,0.557
291,2026-04-15,Pune,habitual,False,0.668,0.098
292,2026-01-08,Bengaluru,churn_risk,False,0.215,0.887
293,2026-05-11,Delhi,standard,False,0.576,0.294
294,2026-01-19,Kolkata,habitual,False,0.792,0.248
295,2026-02-27,Bengaluru,discount_hunter,True,0.59,0.328
296,2026-02-22,Delhi,habitual,False,0.573,0.12
297,2026-04-22,Pune,standard,False,0.595,0.393
298,2026-02-08,Pune,standard,False,0.556,0.507
299,2026-01-11,Hyderabad,standard,True,0.61,0.49
300,2025-11-24,Hyderabad,habitual,False,0.526,0.341
301,2026-01-25,Bengaluru,habitual,False,0.718,0.112
302,2026-04-18,Mumbai,habitual,False,0.633,0.185
303,2025-11-22,Kolkata,discount_hunter,True,0.393,0.423
304,2026-05-01,Bengaluru,standard,True,0.695,0.514
305,2026-02-26,Hyderabad,standard,False,0.683,0.293
306,2025-12-16,Hyderabad,discount_hunter,True,0.495,0.424
307,2026-01-14,Mumbai,discount_hunter,True,0.318,0.286
308,2026-02-28,Pune,discount_hunter,True,0.426,0.507
309,2026-01-16,Kolkata,discount_hunter,True,0.625,0.303
310,2025-12-10,Delhi,churn_risk,False,0.364,0.572
311,2026-03-20,Delhi,churn_risk,False,0.287,0.68
312,2026-03-22,Hyderabad,discount_hunter,True,0.491,0.562
313,2025-12-12,Chennai,standard,False,0.543,0.394
314,2026-01-10,Kolkata,standard,True,0.462,0.67
315,2026-01-03,Pune,habitual,False,0.668,0.231
316,2026-03-19,Bengaluru,habitual,False,0.61,0.322
317,2026-04-01,Pune,standard,False,0.745,0.624
318,2026-03-31,Hyderabad,standard,False,0.483,0.426
319,2026-05-08,Mumbai,churn_risk,False,0.339,0.828
320,2026-04-08,Hyderabad,standard,True,0.522,0.303
321,2026-01-17,Mumbai,discount_hunter,True,0.536,0.423
322,2025-12-10,Bengaluru,churn_risk,False,0.224,0.712
323,2026-03-11,Kolkata,discount_hunter,True,0.474,0.56
324,2026-05-04,Bengaluru,standard,False,0.561,0.572
325,2026-05-15,Hyderabad,churn_risk,False,0.415,0.926
326,2026-01-01,Chennai,discount_hunter,True,0.492,0.279
327,2026-01-02,Pune,standard,False,0.466,0.455
328,2025-11-27,Pune,habitual,False,0.711,0.207
329,2025-12-16,Kolkata,standard,False,0.593,0.366
330,2026-02-28,Delhi,discount_hunter,True,0.485,0.453
331,2026-02-27,Hyderabad,churn_risk,False,0.373,0.731
332,2026-01-26,Bengaluru,habitual,False,0.834,0.173
333,2026-01-15,Bengaluru,churn_risk,False,0.445,0.834
334,2026-04-19,Chennai,habitual,False,0.667,0.149
335,2026-02-11,Delhi,churn_risk,False,0.356,0.691
336,2026-04-15,Delhi,discount_hunter,True,0.512,0.219
337,2026-05-13,Mumbai,standard,False,0.461,0.46
338,2026-01-17,Chennai,churn_risk,False,0.38,0.854
339,2025-12-27,Delhi,churn_risk,False,0.413,0.699
340,2026-05-11,Chennai,standard,False,0.465,0.344
341,2026-03-15,Pune,discount_hunter,True,0.546,0.453
342,2026-01-12,Delhi,standard,False,0.616,0.352
343,2026-03-12,Bengaluru,standard,False,0.387,0.439
344,2026-02-21,Kolkata,standard,False,0.588,0.365
345,2026-05-02,Hyderabad,habitual,False,0.841,0.294
346,2026-01-06,Hyderabad,standard,True,0.55,0.362
347,2026-05-18,Delhi,standard,False,0.446,0.714
348,2026-05-08,Chennai,churn_risk,False,0.429,0.755
349,2025-12-23,Hyderabad,habitual,False,0.677,0.05
350,2025-12-20,Delhi,discount_hunter,True,0.524,0.378
351,2026-02-24,Pune,standard,False,0.604,0.585
352,2025-11-29,Pune,standard,True,0.456,0.6
353,2026-01-13,Delhi,discount_hunter,True,0.498,0.459
354,2026-02-07,Pune,standard,False,0.471,0.274
355,2026-05-14,Mumbai,habitual,False,0.618,0.08
356,2026-05-18,Hyderabad,churn_risk,False,0.44,0.932
357,2025-12-18,Mumbai,standard,False,0.558,0.413
358,2026-04-30,Mumbai,habitual,False,0.516,0.287
359,2025-12-07,Mumbai,habitual,False,0.772,0.265
360,2026-04-04,Pune,standard,False,0.456,0.333
361,2026-04-22,Bengaluru,discount_hunter,True,0.481,0.394
362,2026-04-30,Bengaluru,habitual,False,0.687,0.186
363,2025-12-31,Pune,standard,False,0.627,0.385
364,2026-04-30,Chennai,habitual,False,0.761,0.201
365,2025-12-11,Bengaluru,habitual,False,0.741,0.243
366,2026-02-22,Pune,discount_hunter,True,0.525,0.462
367,2026-02-13,Kolkata,churn_risk,False,0.371,0.683
368,2026-01-16,Kolkata,discount_hunter,True,0.549,0.391
369,2025-11-24,Chennai,standard,False,0.573,0.608
370,2026-04-08,Chennai,churn_risk,False,0.456,0.762
371,2026-01-20,Delhi,discount_hunter,True,0.595,0.443
372,2026-03-20,Mumbai,standard,False,0.637,0.359
373,2026-02-02,Mumbai,standard,False,0.555,0.416
374,2026-01-27,Pune,standard,False,0.677,0.381
375,2026-04-29,Bengaluru,standard,False,0.494,0.305
376,2025-12-08,Chennai,habitual,False,0.715,0.347
377,2026-04-02,Delhi,standard,False,0.592,0.475
378,2026-04-04,Bengaluru,churn_risk,False,0.358,0.99
379,2026-01-28,Kolkata,habitual,False,0.791,0.455
380,2026-01-07,Bengaluru,standard,False,0.552,0.425
381,2025-11-21,Mumbai,churn_risk,False,0.248,0.752
382,2026-05-08,Chennai,habitual,False,0.618,0.098
383,2026-05-10,Pune,standard,False,0.623,0.25
384,2026-01-03,Mumbai,standard,False,0.473,0.464
385,2025-11-26,Delhi,discount_hunter,True,0.484,0.427
386,2025-12-13,Mumbai,habitual,False,0.683,0.257
387,2025-12-03,Delhi,habitual,False,0.759,0.068
388,2026-04-19,Kolkata,churn_risk,False,0.376,0.99
389,2026-04-30,Kolkata,discount_hunter,True,0.41,0.597
390,2025-12-18,Chennai,churn_risk,False,0.261,0.643
391,2026-04-04,Mumbai,discount_hunter,True,0.547,0.296
392,2025-12-23,Delhi,discount_hunter,True,0.463,0.394
393,2026-01-26,Pune,standard,True,0.435,0.428
394,2026-03-08,Chennai,habitual,False,0.738,0.422
395,2026-03-30,Kolkata,habitual,False,0.746,0.238
396,2026-04-27,Hyderabad,habitual,False,0.691,0.19
397,2025-11-29,Mumbai,standard,True,0.542,0.274
398,2025-12-26,Hyderabad,habitual,False,0.803,0.144
399,2026-01-10,Kolkata,standard,True,0.555,0.54
400,2026-01-15,Delhi,habitual,False,0.601,0.152
401,2026-05-19,Pune,standard,False,0.554,0.293
402,2026-04-09,Delhi,churn_risk,False,0.458,0.759
403,2026-01-17,Bengaluru,standard,False,0.444,0.513
404,2026-05-14,Delhi,discount_hunter,True,0.537,0.491
405,2026-02-18,Delhi,habitual,False,0.713,0.363
406,2026-02-19,Delhi,standard,True,0.43,0.445
407,2026-02-07,Pune,discount_hunter,True,0.552,0.596
408,2025-12-16,Delhi,churn_risk,False,0.316,0.684
409,2026-05-08,Hyderabad,discount_hunter,True,0.479,0.41
410,2025-11-23,Pune,churn_risk,False,0.404,0.812
411,2025-12-22,Delhi,habitual,False,0.727,0.067
412,2026-01-01,Delhi,churn_risk,False,0.319,0.778
413,2026-01-10,Pune,churn_risk,False,0.475,0.678
414,2025-12-14,Kolkata,discount_hunter,True,0.409,0.493
415,2025-11-24,Hyderabad,discount_hunter,True,0.45,0.496
416,2026-03-22,Bengaluru,discount_hunter,True,0.547,0.201
417,2026-05-14,Chennai,habitual,False,0.709,0.404
418,2025-12-12,Chennai,habitual,False,0.69,0.137
419,2026-01-13,Kolkata,standard,True,0.522,0.435
420,2026-02-20,Mumbai,discount_hunter,True,0.329,0.288
421,2026-05-06,Pune,standard,False,0.625,0.379
422,2026-03-25,Bengaluru,discount_hunter,True,0.38,0.538
423,2026-04-07,Bengaluru,habitual,False,0.716,0.079
424,2026-03-05,Bengaluru,standard,False,0.363,0.489
425,2026-02-04,Kolkata,standard,False,0.555,0.441
426,2025-12-26,Pune,standard,False,0.443,0.524
427,2026-04-25,Kolkata,discount_hunter,True,0.339,0.205
428,2026-04-14,Delhi,standard,False,0.467,0.616
429,2025-11-25,Hyderabad,standard,False,0.412,0.57
430,2026-03-29,Hyderabad,standard,False,0.533,0.454
431,2025-12-06,Delhi,standard,False,0.548,0.607
432,2026-04-03,Mumbai,standard,True,0.534,0.552
433,2026-04-18,Bengaluru,standard,False,0.489,0.563
434,2025-12-14,Delhi,discount_hunter,True,0.541,0.565
435,2026-02-07,Hyderabad,discount_hunter,True,0.453,0.322
436,2025-12-13,Hyderabad,churn_risk,False,0.464,0.744
437,2026-03-03,Delhi,standard,False,0.368,0.449
438,2026-05-06,Mumbai,standard,True,0.561,0.362
439,2025-12-05,Bengaluru,standard,False,0.559,0.502
440,2026-01-31,Hyderabad,habitual,False,0.649,0.229
441,2026-05-15,Delhi,standard,False,0.631,0.477
442,2026-01-14,Pune,standard,False,0.538,0.287
443,2025-12-14,Bengaluru,habitual,False,0.721,0.05
444,2026-02-16,Chennai,standard,True,0.571,0.474
445,2026-02-20,Kolkata,habitual,False,0.858,0.181
446,2026-03-20,Chennai,discount_hunter,True,0.438,0.342
447,2026-01-16,Kolkata,discount_hunter,True,0.484,0.404
448,2026-05-12,Kolkata,standard,True,0.635,0.44
449,2026-02-22,Bengaluru,standard,False,0.53,0.473
450,2026-01-11,Delhi,habitual,False,0.796,0.253
451,2026-05-12,Kolkata,standard,False,0.54,0.387
452,2026-05-06,Pune,standard,False,0.569,0.389
453,2026-02-18,Bengaluru,habitual,False,0.698,0.076
454,2025-11-25,Chennai,standard,False,0.516,0.355
455,2026-03-08,Delhi,standard,False,0.541,0.393
456,2026-02-28,Bengaluru,discount_hunter,True,0.406,0.304
457,2025-12-17,Pune,discount_hunter,True,0.408,0.215
458,2026-03-15,Chennai,standard,True,0.529,0.275
459,2026-04-21,Chennai,habitual,False,0.714,0.301
460,2025-12-10,Pune,churn_risk,False,0.422,0.801
461,2026-03-31,Chennai,standard,True,0.511,0.493
462,2025-12-16,Hyderabad,discount_hunter,True,0.59,0.397
463,2026-04-04,Bengaluru,standard,False,0.446,0.344
464,2026-02-04,Mumbai,churn_risk,False,0.303,0.963
465,2025-11-22,Bengaluru,standard,False,0.572,0.551
466,2026-05-13,Hyderabad,standard,False,0.644,0.581
467,2025-12-20,Kolkata,churn_risk,False,0.314,0.547
468,2026-03-08,Kolkata,discount_hunter,True,0.592,0.628
469,2025-12-23,Mumbai,standard,False,0.602,0.468
470,2026-05-07,Mumbai,discount_hunter,True,0.511,0.399
471,2026-04-02,Pune,churn_risk,False,0.41,0.837
472,2026-04-14,Delhi,habitual,False,0.748,0.336
473,2026-02-06,Delhi,standard,False,0.504,0.528
474,2026-02-13,Chennai,standard,False,0.503,0.528
475,2026-03-15,Pune,churn_risk,False,0.333,0.745
476,2026-04-11,Hyderabad,standard,False,0.505,0.317
